MPID,Name,Constituency,Region,Party,Gender,Legislature,Chamber,Session,Activity,Date,Description,Category,Status,Purpose,Organization
UPMP-02-0105,U Pe Tin,Mon-6,Mon,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,11/28/2016,မွန်ပြည်နယ်၊ မုဒုံမြို့နယ်၊ တောင်ပကျေးရွာ အမက(၁)မူလွန် ကျောင်းဝင်းဘေးရှိ ဧရိယာ ဝ.၃၃ ဧကအကျယ် မြေလွတ်နေရာတွင် နောက်ထပ် အဆောက်အဦအသစ်ဆောက်လုပ်ရန် အစီအစဉ်ရှိ/ မရှိနှင့် မရှိပါက မူလမြေအလှူရှင်၏ မိသားစုထဲမှ ကိုယ်ပိုင်အိမ်ခြံမြေမရှိသူအား ပြန်လည်စွန့်လွှတ်ပေးရန် အစီအစဉ်ရှိ/ မရှိ။,NA,NA,NA,Ministry of Education
UPMP-02-0105,U Pe Tin,Mon-6,Mon,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,09/15/2016,မွန်ပြည်နယ်၊ မော်လမြိုင်မြို့၊ မောင်ငံရပ်ကွက်၊ အုပ်စု အမှတ်(၉)၊ အကွက်နံပါတ် (၇၀)၊ အက္ခရာနံပါတ်(၈၆)၊ ဦးပိုင်အမှတ်(၆၅)၊ ဧရိယာ (၄.၅၉၁)ဧကရှိ မြေကွက်များ အား ကုန်းလမ်းသယ်ယူပို့ဆောင်ရေးအဖွဲ့မှ လုပ်ငန်းလုပ်ကိုင်ရန် သိမ်းယူခဲ့ပြီးနောက် ယခုလက်ရှိတွင် လုပ်ငန်း လုပ်ကိုင်ခြင်းမရှိတော့သဖြင့် မူလသိမ်းဆည်းခဲ့သည့် ပိုင်ရှင်များ၏ နစ်နာဆ?,Land Grab,Negative,Scrutiny,Ministry of Transportation and Information and Communications Technology
UPMP-02-0107,U Myo Win,Mon-8,Mon,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,11/23/2016,မွန်ပြည်နယ်၊ ရေးမြို့တွင် ချောင်းရေတိုက်စားမှုကြောင့် ပြိုကျပျက်စီးလုနီးပါးဖြစ်နေသည့် ရေးမြို့ ကမ်းနားလမ်းရှိ ကျောက်စီမြေထိန်းနံရံနှင့် ကားလမ်းအား ပြည်ထောင်စုအစိုးရမှ ပြင်ဆင်တည်ဆောက် ပေးရန် အစီအစဉ် ရှိ/ မရှိ,NA,NA,NA,Ministry of Transportation and Information and Communications Technology
UPMP-02-0106,U Naing Thiha,Mon-7,Mon,MNP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,12/06/2016,မွန်ပြည်နယ်၊ ရေးမြို့နယ်၊ ကုလားကုတ်ကျေးရွာ ၌ (၁၆)ကုတင်ဆံ့တိုက်နယ်ဆေးရုံတစ်ရုံ ဖွင့်လှစ်ပေးရန် စဉ် ရှိ/ မရှိ,NA,NA,NA,Ministry of Health and Sports
UPMP-02-0108,Dr. U Zaw Linn Htut,Mon-9,Mon,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,11/22/2016,မွန်ပြည်နယ်၊ သထုံမြို့နယ်၊ အုပ္ဖိုချောင်ကျေးရွာအုပ်စုမှ သထုံမြို့အထိ ရာသီမရွေးသွားလာနိုင်သော မြေသားလမ်းတစ်ခု ဖောက်လုပ်ပေးရန် အစီအစဉ် ရှိ/ မရှိ,NA,NA,NA,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0106,U Naing Thiha,Mon-7,Mon,MNP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,08/24/2016,မွန်ပြည်နယ်၊ သံဖြူဇရပ်မြို့နယ်၊ ပငကျေးရွာတွင် နွေရာသီ၌ သောက်သုံးရေ အခက်အခဲကြုံတွေ့နေရသောကြောင့် ဧရိယာအကျယ် (၁၃)ဧကခန့်ရှိ ပငရွာလယ်အင်းကို တူးဖော်ပေးရန် အစီအစဉ် ရှိ/မရှိ။,Infrasturctural Development,Affirmative,Scrutiny,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0103,U Linn Tin Htay,Mon-4,Mon,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,12/05/2016,မွန်ပြည်နယ်၊ချောင်းဆုံမြို့နယ်အတွင်းရှိ အန္တရာယ်ရှိကျောင်းဆောင်၊ ဥပဓိရုပ်မကောင်းသည့် ကျောင်းဆောင်နှင့် တိုးချဲ့ကျောင်းဆောင်များအား အသစ်ပြန်လည်တည်ဆောက်ပေးခြင်း၊ တိုးချဲ့တည်ဆောက်ပေးခြင်း ဆောင်ရွက်ပေးရန်နှင့် လစ်လပ် လျက်ရှိသော ဆရာ/ ဆရာမများအား ပြန်လည်အစားထိုးခန့်ထားပေးရန် အစီအစဉ် ရှိ/ မရှိ,NA,NA,NA,Ministry of Education
UPMP-02-0106,U Naing Thiha,Mon-7,Mon,MNP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,12/05/2016,မွန်ပြည်နယ်၊ရေးမြို့နယ်မြောက်ပိုင်းရှိ တောင်ဘုံကျေးရွာ အခြေခံပညာအထက်ကျောင်းမှ အန ္တရာယ်ရှိ ကျောင်းဆောင်ကို ဖျက်သိမ်း၍ ၁၂၀ပေ×၃၀ပေ ရှိသည့် RC နှစ်ထပ်ကျောင်းဆောင်တစ်ဆောင် အသစ်ဆောက်လုပ်ပေးရန်နှင့် မော့ကနင်ကျေးရွာ အခြေခံပညာအထက်တန်းကျောင်းရှိ ကျောင်းဆောင်ဟောင်းကို အကြီးစား ပြင်ဆင်မှု ဆောင်ရွက်ပေးရန် အစီအစဉ် ရှိ/ မရှိ,NA,NA,NA,Ministry of Education
UPMP-02-0098,Sai Thiha (or) Mang Too,Mon-10,Mon,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,09/23/2016,မွန်ပြည်နယ်အတွင်းရှိ ကျောက်ထုတ်လုပ်ရေးမိုင်းများအား တရားဝင်ခွင့်ပြုချက် ရှိ/ မရှိပြန်လည် စိစစ် စစ်ဆေးပေးရန် အစီ အစဉ် ရှိ/ မရှိ။,Mining,Underway,Scrutiny,Ministry of Home Affairs
LWMP-02-0113,U Win Win,Minbu,Magway,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,09/21/2016,မှတ်ပုံတင်တစ်မျိုးမျိုး ထုတ်ပေးမည့် သစ္စာစီမံချက် ကာလအတွင်း ကျန်ရှိနေသေးသော အိမ်ထောင်စုများအား အိမ်ထောင်စုလူဦးရေ စာရင်းနှင့် မှတ်ပုံတင်အမြန်ဆုံး ထုတ်ပေးနိုင်ရန် အစီအစဉ်ရှိ/မရှိ။,Agriculture,Affirmative,Scrutiny,"Ministry of Agriculture, Livestock Breeding and Irrigation"
LWMP-02-0168,U Pe Than,Myebon,Rakhine,ANP,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,First Regular Session,Oral Question,06/02/2016,ယခုအစိုးရသစ်လက်ထက်တွင်နိုင်ငံရေးပြစ်မှု၊ နိုင်ငံရေးအကျဉ်းသား စသည့် ဝေါဟာရများအတွက် စကားရပ်အဓိပ္ပါယ် ဖွင့်ဆိုသတ်မှတ်ပေးရန် အစီအစဉ် ရှိ/မရှိ။,Legislation,Mixed Answer,Scrutiny,Ministry of Home Affairs
LWMP-02-0160,U Ba Shein,Kyaukpyu,Rakhine,ANP,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,08/02/2016,ယခင်ကတ္တရာလမ်းဟောင်းဖြစ်သော တောင်ကြို့ကုန်း- သနာပိုလမ်းအား နိုင်ငံတော်ဘဏ္ဍာငွေဖြင့် ကတ္တရာလမ်းအဆင့် တိုးမြှင့် ပေးနိုင်ခြင်းရှိ၊ မရှိ။,Infrasturctural Development,Affirmative,Representation,"Ministry of Agriculture, Livestock Breeding and Irrigation"
LWMP-02-0294,U Bo Bo Oo,Sanchaung,Yangon,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Oral Question,12/02/2016,ယခင်နိုင်ငံတော်သမ္မတ၏ ပညာတော်သင်ဆု ရရှိခဲ့သည့် ကျောင်းသား၊ ကျောင်းသူများကို ဆက်လက်ပံ့ပိုးကူညီမှု ရှိ/မရှိနှင့် ယခုပညာတော်သင်ဆုရ ကျောင်းသား၊ ကျောင်းသူများကို မည်သည့်အချိန်တွင် ပညာတော်သင်စေလွှတ်မည်ကို သိရှိလိုခြင်း,,NA,NA,Ministry of Education
LWMP-02-0084,Nan Htwe Thu,Hpasawng,Kayah,NLD,Female,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,08/08/2016,ယခင်သိပ္ပံနှင့် နည်းပညာဝန်ကြီးဌာန ယခုပညာရေးဝန်ကြီးဌာနလက်အောက်ရှိဆရာ၊ ဆရာမဝန်ထမ်းများ၏ ရာထူးတိုး မညီမျှမှုများ/ ကြန့်ကြာနေမှုများ/ ရာထူးတိုးနစ်နာမှုများရှိပါက မည်သို့ဆောင်ရွက်ပေးရန် အစီအစဉ်ရှိသည်ကို သိလို။,Education,Mixed Answer,Representation,Ministry of Education
LWMP-02-0113,U Win Win,Minbu,Magway,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,First Regular Session,Oral Question,05/27/2016,ယာစိုက်တောင်သူများအတွက် ထုတ်ချေးငွေထပ်မံတိုးမြှင့်ပေးရန် အစီအစဉ်ရှိ/မရှိနှင့် ပေးနိုင်ခြင်းမရှိပါက မည်သည့်အတွက်ကြောင့် မပေးနိုင်သည်ကို သိရှိလို။,Agriculture,Negative,Scrutiny,"Ministry of Agriculture, Livestock Breeding and Irrigation"
LWMP-02-0203,U Aung Soe,Yinmarbin,Sagaing,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Oral Question,12/05/2016,ယင်းမာပင်မြို့နယ် ဘန့်ကွေးအုပ်စု၊ သိကြားစက်တောင်ရွာ (ခ) ရွှေစု ကျေးရွာတွင် ကျေးလက်ကျန်းမာရေးဌာနခွဲ ဖွင့်လှစ်ပေးရန် အစီအစဉ် ရှိ/မရှိ,,NA,NA,Ministry of Health and Sports
LWMP-02-0002,U Yan Lynn,Kyaiklat,Ayeyawaddy,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,10/05/2016,ယင်းမာပင်မြို့နယ်ရှိ (၉၉)ကန်၏ စီမံကိန်းထက်ဝက်ခန့်မှာ တောင်သူလယ်သမားများအတွက် အကျိုးမပြုပါသောကြောင့် စီမံကိန်းဖျက်သိမ်းပေးပါရန် အစီအစဉ်ရှိ/မရှိ။,Education,Negative,Scrutiny,"Ministry of Agriculture, Livestock Breeding and Irrigation"
LWMP-02-0021,U Zaw Min Thein,Lemyethna,Ayeyawaddy,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,09/19/2016,ယာဉ်များသွားလာနေသည့် လမ်းများပေါ်ရှိ အန္တရာယ်အကွေ့များတွင်လမ်းနှင့် ယာဉ်များအား ကွယ်နေသည့် အဆောက်အဦ၊ ဈေးဆိုင်နှင့် အပင်များကို ဖယ်ရှားပေးရန် အစီအစဉ် ရှိ/မရှိ။,Transportation,Affirmative,Scrutiny,Ministry of Home Affairs
UPMP-02-0111,Daw Htoot May,Rakhine-11,Rakhine,ANP,Female,Second Amyotha Hluttaw,Amyotha Hluttaw,First Regular Session,Oral Question,06/01/2016,ရခိုင်ပြည်နယ် ဒေသဖွံ့ဖြိုးရေးအတွက် အဓိကအရေးပါသော ကြပ်စင်မြစ်ကူးတံတားကို အမြန်ဆုံးပြီးစီးအောင် ဆောက်လုပ်ရန်အတွက် ပြည်နယ်ရန်ပုံငွေမှ ဘဏ္ဍာငွေပိုမိုချပေး ရန် အစီအစဉ်ရှိ/မရှိ နှင့် ပြည်ထောင်စုရန်ပုံငွေမှ ထပ်ဆောင်းပံ့ပိုးငွေချပေးရန် အစီအစဉ် ရှိ/မရှိ။,Infrasturctural Development,Affirmative,Scrutiny,Ministry of Construction
UPMP-02-0113,U Tett Tun Aung,Rakhine-2,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,08/03/2016,ရခိုင်ပြည်နယ် ပေါက်တောမြို့နယ် အတွင်း တောင်သူလယ်သမားများ စိုက်ပျိုးရေးတွင် ရေချိုရရှိရန် အတွက် ရေချိုချောင်းများကို ပြည်ထောင်စုအစိုးရရန်ပုံငွေဖြင့် ရေချိုချောင်းပိတ်ဆည် ဆောင်ရွက်ပေး ရန် အစီအစဉ်ရှိ/ မရှိနှင့် စပ်လျဉ်းသည့်မေးခွန်း၊,Agriculture,Affirmative,Representation,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0111,Daw Htoot May,Rakhine-11,Rakhine,ANP,Female,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,12/09/2016,ရခိုင်ပြည်နယ် မြေပုံမြို့နယ်ရှိ ကမ်းထောင့်ကြီး မြို့မှ ရှောက်ခြုံကျေးရွာအထိ သို့မဟုတ် ကမ်းထောင့်ကြီးမြို့မှ ရန်ကုန် - စစ်တွေ ကားလမ်းမသို့ သွားသည့်လမ်း ၇ မိုင် ၂ ဖာလုံကို ပြည်ထောင်စုအစိုးရမှ ကတ္တရာလမ်းသို့မဟုတ် ကွန်ကရစ်လမ်း ခင်းပေးရန် အစီအစဉ် ရှိ/ မရှိနှင်,NA,NA,NA,Ministry of Construction
UPMP-02-0116,U Myint Naing,Rakhine-5,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,09/01/2016,ရခိုင်ပြည်နယ်၊ ကျောက်တော်မြို့နယ် အတွင်းရှိ သရက်တပင်- ဂုပ္ပီထောင့်လမ်းပေါ်ရှိ တံတား(၁၁)စင်းကို မည်သည့်ဘဏ္ဍာရေးနှစ်တွင် ဆောင်ရွက်ပေးမည်ကို သိရှိလိုခြင်းနှင့် သရက်တပင်-ရွာမပြင်-ကျားနင်းကန်-လိပ်မ-စိန်ခြုံ-ကြခပ်ပြင်-စဖိုသား-လမုသား-ဂုပ္ပီထောင့် ကျေးရွာအထိ ကျေးရွာချင်းဆက်လမ်းကိုကွန်ကရစ်လမ်း သို့မဟုတ် ကျောက်ချောလမ်း ဖောက်လုပ်ေ?,Infrasturctural Development,Affirmative,Representation,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0116,U Myint Naing,Rakhine-5,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,08/30/2016,ရခိုင်ပြည်နယ်၊ ကျောက်တော်မြို့နယ် အတွင်းရှိ အပေါက်ဝကျေးရွာမှ နေပူခံကျေးရွာ၊ ဒုက္ကံချောင်းကျေးရွာ၊ ဗိုလ်မင်း ကျေးရွာ၊ ဘရာဝါကျေးရွာနှင့် ကြောင်ဖိုကျေးရွာအထိ ကျေးရွာချင်းဆက် လမ်းကို ကွန်ကရစ်လမ်း သို့မဟုတ် ကျောက်ချော လမ်းဖောက်လုပ်ပေးရန် အစီအစဉ် ရှိ/ မရှိနှင့် စပ်လျဉ်းသည့် မေးခွန်း၊,Infrasturctural Development,Negative,Representation,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0116,U Myint Naing,Rakhine-5,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,08/17/2016,ရခိုင်ပြည်နယ်၊ ကျောက်တော်မြို့နယ်၊ ကျားနင်းကန်ကျေးရွာ အခြေခံပညာအထက်တန်းကျောင်းတို့တွင် နှစ်ထပ်(RC) ကျောင်းဆောင်သစ်တစ်ဆောင်စီ ဆောက်လုပ်ပေးရန်အစီအစဉ် ရှိ/မရှိနှင့် စပ်လျဉ်းသည့် မေးခွန်း။,Education,Affirmative,Representation,Ministry of Education
UPMP-02-0116,U Myint Naing,Rakhine-5,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,09/02/2016,ရခိုင်ပြည်နယ်၊ ကျောက်တော်မြို့ပေါ်ရှိ အခြေခံပညာအထက်တန်းကျောင်း(ခွဲ) မြို့မကျောင်းအား(၂၀၀×၃၀×၂၅)ပေ နှစ်ထပ် RC ကျောင်းဆောင်သစ်ဆောက်လုပ်ပေးရန် အစီအစဉ်ရှိ/ မရှိ နှင့် စပ်လျဉ်း သည့် မေးခွန်း၊,Education,Affirmative,Representation,Ministry of Education
UPMP-02-0116,U Myint Naing,Rakhine-5,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,09/16/2016,ရခိုင်ပြည်နယ်၊ ကျောက်တော်မြို့၏ အဓိကလမ်းမကြီး တစ်လမ်းဖြစ်သည့် ကမ်းနားလမ်းကို လူသွားလမ်းပလက်ဖောင်း အပါ (၂၄)ပေအကျယ်ကွန်ကရစ်လမ်းဖောက်လုပ်ပေးရန် အစီအစဉ် ရှိ/ မရှိနှင့် စပ်လျဉ်းသည့်မေးခွန်း၊,Infrasturctural Development,Unclear,Representation,Ministry of Construction
UPMP-02-0116,U Myint Naing,Rakhine-5,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,First Regular Session,Oral Question,06/09/2016,ရခိုင်ပြည်နယ်၊ ကျောက်တော်မြို့၏ အဓိကလမ်းမကြီးဖြစ်သည့် ဦးအောင်ဇံဝေလမ်းမကြီးအား အဝေးပြေး ကားဂိတ်မှ ရှမ်းရွာရပ်ကွက်ထိ (၂) မိုင်ခန့်ကို မြို့အင်္ဂါရပ်နှင့်အညီ (၄)လမ်းမောင်း ပလက်ဖောင်း အပါအဝင် ကွန်ကရစ်လမ်းခင်းပေးရန် အစီအစဉ် ရှိ/မရှိ။,Infrasturctural Development,Mixed Answer,Representation,Ministry of Construction
UPMP-02-0110,U Kyaw Than,Rakhine-10,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,11/21/2016,ရခိုင်ပြည်နယ်၊ ကျောက်ဖြူမြို့နယ်၊ အမှတ်(၇)တိုက်နယ် ရတနအုပ်စုရှိ ကျေးရွားချင်းဆက်မြေသား လမ်းအား ကျောက်ချော လမ်းခင်းပေးရန် အစီအစဉ် ရှိ/ မရှိ။,NA,NA,NA,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0110,U Kyaw Than,Rakhine-10,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,10/04/2016,ရခိုင်ပြည်နယ်၊ ကျောက်ဖြူမြို့နယ်၊ အမှတ်(၇)တိုက်နယ်၊ ရတနအုပ်စုနှင့် ခြုံဆွယ်အုပ်စုတွင်ရှိသော ကျိုးပေါက်နေသည့် တာတမံများကို ဆားငန်ရေမဝင်နိုင်အောင် ပြည်ထောင်စုဘတ်ဂျတ်ငွေဖြင့် သင်းဂနက်ကျွိန်တောင်နှင့် လကွက်တောင်တို့ကို သွယ်တန်း၍ ဆည်ဖို့ပေးရန် အစီအစဉ် ရှိ/ မရှိနှင့် စပ်လျဉ်းသည့်မေးခွန်း၊,Infrasturctural Development,Affirmative,Representation,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0110,U Kyaw Than,Rakhine-10,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,09/23/2016,ရခိုင်ပြည်နယ်၊ ကျောက်ဖြူမြို့နယ်အတွင်း Ooredoo(အူရီဒူး)တာဝါတိုင်များ စိုက်ထူထားခြင်းသည် ဥပဒေနှင့်ညီညွတ်မှု ရှိ၊ မရှှိနှင့် စပ်လျဉ်းသည့် မေးခွန်း၊,Services,Underway,Representation,Ministry of Transportation and Information and Communications Technology
UPMP-02-0114,U Khin Maung Latt,Rakhine-3,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,09/23/2016,ရခိုင်ပြည်နယ်၊ စစ်တွေမြို့၊ မဟာမုနိဗုဒ္ဓဝိဟာရကျောင်း(ခေါ်) ကလေးများထိန်းသိမ်း စောင့်ရှောက်သောကျောင်းမှ ဖမ်းဆီး (ပြောင်းရွှေ့) ခေါ်ယူသွားသော ကလေးငယ်များကို ပြန်လည်အပ်နှံရန် အစီအစဉ်ရှိ/ မရှိနှင့် အဆိုပါ ကျောင်းမှ သိမ်းဆည်းသွားသော ရခိုင်ရှေးဟောင်း ပစ္စည်းများနှင့် ကျောင်း၏ ပိုင်ဆိုင်မှုများကို ပြန်လည်ပေးအပ်ရန် အစီအစဉ်ရှိ/ မရှ,Culture,Negative,Scrutiny,Ministry of Home Affairs
UPMP-02-0109,U Wai Sein Aung,Rakhine-1,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,10/07/2016,ရခိုင်ပြည်နယ်၊ စစ်တွေမြို့နယ်နှင့် ရသေ့တောင်မြို့နယ်အကြားရှိ ပါဒလိတ်ကူးတို့စက်တပ်(ဇက်)ရေယာဉ်ဖြင့် ကူးဖြတ်သည့် ကူးတို့အဖြစ် အစိုးရအနေဖြင့်အဆင့်မြှင့်တင်ဆောင်ရွက်ပေးရန် အစီအစဉ် ရှိ/ မရှိနှုင့် စပ်လျဉ်းသည့်မေးခွန်း၊,Transportation,Negative,Representation,Ministry of Transportation and Information and Communications Technology
UPMP-02-0109,U Wai Sein Aung,Rakhine-1,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,10/06/2016,ရခိုင်ပြည်နယ်၊ စစ်တွေမြို့ရှိ ဝါဘိုချောင်းကူးတံတားတစ်စင်းကို ပြည်ထောင်စု/ ပြည်နယ်အစိုးရရန်ပုံငွေမှ ၂၀၁၇-၂၀၁၈ ဘဏ္ဍာရေးနှစ်အတွင်း တည်ဆောက်ပေးရန် အစီအစဉ် ရှိ/ မရှိနှုင့် စပ်လျဉ်းသည့်မေးခွန်း၊,Infrasturctural Development,Affirmative,Representation,Ministry of Construction
UPMP-02-0111,Daw Htoot May,Rakhine-11,Rakhine,ANP,Female,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,12/08/2016,ရခိုင်ပြည်နယ်၊ ဒေသဖွံ့ဖြိုးရေးအတွက် မင်းပြားမြို့နယ်နှင့် မြေပုံမြို့နယ်များတွင် လျှပ်စစ်မီး ရရှိရေး ၂၀၁၆-၂၀၁၇ ဘဏ္ဍာရေးနှစ်တွင် ဆောင်ရွက်ပေးရန် အစီအစဉ် ရှိ/ မရှိ,NA,NA,NA,Ministry of Electricity and Energy
UPMP-02-0113,U Tett Tun Aung,Rakhine-2,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,12/09/2016,ရခိုင်ပြည်နယ်၊ ပေါက်တောမြို့နယ် ကျောက်တောင်ကျေးရွာအုပ်စု၊ စက်နိုးကျေးရွာနှင့် နတ်တောင်ကျေးရွာကြားရှိ ချောင်းကူးတံတားကို သံကူကွန်ကရစ်တံတားအဖြစ် ဆောက်လုပ်ပေးရန် အစီအစဉ် ရှိ/ မရှိနှင့်,NA,NA,NA,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0113,U Tett Tun Aung,Rakhine-2,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,07/25/2016,ရခိုင်ပြည်နယ်၊ ပေါက်တောမြို့နယ် သပြေကန် - ယင်ရဲကန် - အုန်းနှံချောင်း နှင့် သပြေကန် -ဒါးခံရွာ - သင်ပုန်းချောင်း ရွာချင်းဆက်လမ်းများ ဖောက်လုပ်ပေးရန်,Infrasturctural Development,Negative,Representation,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0113,U Tett Tun Aung,Rakhine-2,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,12/02/2016,ရခိုင်ပြည်နယ်၊ ပေါက်တောမြို့နယ်၊ ချောင်းကြီးကျေးရွာ အရှေ့ဘက်၌တည်ရှိသော ချောင်းကြီးချောင်းအား သံကူကွန်ကရစ် တံတားတစ်စင်း တည်ဆောက်ပေးရန် အစီအစဉ် ရှိ/ မရှိ,NA,NA,NA,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0113,U Tett Tun Aung,Rakhine-2,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,First Regular Session,Oral Question,06/08/2016,ရခိုင်ပြည်နယ်၊ ပေါက်တောမြို့နယ်၊ ငါးခူရှည်ကျေးရွာအုပ်စု၊ ငါးခူရှည်ဖွံ့ဖြိုးရေးတာတမံ၌ ပျက်စီးနေ သော တာတမံဆည်ရိုးများကို ပြည်ထောင်စုအစိုးရမှ ပြန်လည်ဆည်ဖို့ပေးရန် အစီအစဉ် ရှိ/မရှိ။,Infrasturctural Development,Affirmative,Representation,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0113,U Tett Tun Aung,Rakhine-2,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,09/28/2016,ရခိုင်ပြည်နယ်၊ ပေါက်တောမြို့နယ်၊ ဖဒူ(အလယ်ရွာ)ကျေးရွာ အခြေခံပညာအထက်တန်းကျောင်း(ခွဲ)အား အခြေခံပညာအထက်တန်းကျောင်းအဖြစ် အဆင့်တိုးမြှင့်ပေးရန် အစီအစဉ်ရှိ/ မရှိနှင့် စပ်လျဉ်းသည့်မေးခွန်း၊,Education,Unclear,Representation,Ministry of Education
UPMP-02-0113,U Tett Tun Aung,Rakhine-2,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Second Regular Session,Oral Question,10/04/2016,ရခိုင်ပြည်နယ်၊ ပေါက်တောမြို့နယ်၊ မြောက်ဘက်ခြမ်းတွင်တည်ရှိသော ငဝက်စွယ်ကျွန်းကို ရေငန်တားတာမံ အသစ်တစ်ခု ဆည်ဖို့ပေးရန် အစီအစဉ် ရှိ/ မရှိနှင့် စပ်လျဉ်းသည့်မေးခွန်း၊,Infrasturctural Development,Affirmative,Representation,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0113,U Tett Tun Aung,Rakhine-2,Rakhine,ANP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,11/21/2016,ရခိုင်ပြည်နယ်၊ ပေါက်တောမြို့နယ်၊ သရက်ချောင်းကျေးရွာအတွင်းရှိ သရက်ချောင်းဖွံ့ဖြိုးရေး ရေငန် တံတားတာတမံအား ဆည်ဖို့ပေးရန် အစီအစဉ် ရှိ/ မရှိ။,NA,NA,NA,"Ministry of Agriculture, Livestock Breeding and Irrigation"
