MPID,Name,Constituency,Region,Party,Gender,Ethnicity,Religion,DoB,Previous_Occupation,Term,Parliament,Start_Date,End_Date,image
LWMP-02-0295,U Tin Maung Win,Seikkan,Yangon,NLD,Male,Bamar,Buddhist,10/10/1959,ဗဟိုအတွင်းရေးမှူး ၊ ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရ​ေးပါတီ,Second,Pyithu Hluttaw,02/01/2016, ,https://storage.googleapis.com/staticassets/candidate-photos/Scan_B_20150821_035.jpg
LWMP-02-0296,U Tin Tun Naing,Seikgyikanaungto,Yangon,NLD,Male,Bamar,Buddhist,02/13/1956,Agricultural,Second,Pyithu Hluttaw,02/01/2016, ,https://storage.googleapis.com/staticassets/candidate-photos/Scan_E_20150820_071.jpg
LWMP-02-0297,U Myint Lwin,Twantay,Yangon,NLD,Male,Bamar,Buddhist,11/13/1969,Lawyer,Second,Pyithu Hluttaw,02/01/2016, ,https://storage.googleapis.com/staticassets/candidate-photos/Scan_E_20150820_050.jpg
LWMP-02-0298,U Win Myint,Tamwe,Yangon,NLD,Male,Bamar,Buddhist,09/20/1950,Pyithu Hluttaw Mp,Second,Pyithu Hluttaw,02/01/2016, ,https://storage.googleapis.com/staticassets/candidate-photos/Scan_B_20150813_0004.jpg
LWMP-02-0299,U Kyaw Myint,Taikkyi,Yangon,NLD,Male,Kachin,Christian,05/05/1973,လဖက်ရည်ဆိုင်၊ စိုက်ပျိုးရေး,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_A_20150814_0034.jpg
LWMP-02-0300,Dr. U Saw Naing,South Okkalapa,Yangon,NLD,Male,Shan,Buddhist,03/20/1947,စုရီနန္ဒာ အခမဲ့ဆေးခန်း တာဝန်ခံ ဆရာဝန်,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_B_20150813_0008.jpg
LWMP-02-0301,U Nay Myo Tun,Htantabin,Yangon,NLD,Male,Rakhine,Buddhist,12/02/1947,Private Teacher,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_A_20150814_0038.jpg
LWMP-02-0302,U Kyaw Win,Dagon Myothit (Seikkan),Yangon,NLD,Male,Bamar,Buddhist,05/08/1952,စစ်မှုထမ်း(ငြိမ်း),Second,Pyithu Hluttaw,02/01/2016,03/30/2016,https://storage.googleapis.com/staticassets/candidate-photos/Scan__C_0671.jpg
LWMP-02-0303,U Aye Naing,Dagon Myothit (South),Yangon,NLD,Male,Bamar,Buddhist,06/20/1961,ဆေးရုံအုပ်၊ တိုးလင်းအောင်အထူးကုဆေးရုံ၊ (မ)ဒဂုံမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_A_20150813_0003.jpg
LWMP-02-0304,Dr. U Khin Maung Maung,Dagon Myothit (North),Yangon,NLD,Male,Kayah,Buddhist,01/17/1943,Doctor,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_A_20150813_0009.jpg
LWMP-02-0305,Dr. U Myo Aung,Dagon Myothit (East),Yangon,NLD,Male,Bamar,Buddhist,10/01/1953,Doctor,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan__C_0689.jpg
LWMP-02-0306,Dr. Daw Thet Thet Khaing,Dagon,Yangon,NLD,Female,Bamar,Buddhist,04/05/1953,Doctor,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,0
LWMP-02-0307,Dr. Daw Sein Mya Aye,Dala,Yangon,NLD,Female,Bamar,Buddhist,04/02/1966,ဆေးဆိုင်,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_E_20150820_068.jpg
LWMP-02-0308,U Htay Win Aung (or) Pyone Cho,Dawbon,Yangon,NLD,Male,Bamar,Buddhist,04/13/1970,Politic,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan__C_0697.jpg
LWMP-02-0309,U Nay Phu Ba Swe,Pabedan,Yangon,NLD,Male,Chin,Christian,01/06/1973,Cultivator,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_D_20150903_0030.jpg
LWMP-02-0310,U Myint Lwin,Pazundaung,Yangon,NLD,Male,Bamar,Buddhist,01/23/1948,အလွတ်တန်းခေါင်းဆောင်မှုသင်တန်းဆရာ,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_A_20150813_0021.jpg
LWMP-02-0311,U Tun Myint,Bahan,Yangon,NLD,Male,Bamar,Buddhist,11/19/1947,လယ်လုပ်၊ Phone ပြု ပြင်ရောင်းဝယ်ရေး,Second,Pyithu Hluttaw,02/01/2016, ,https://storage.googleapis.com/staticassets/candidate-photos/Scan_B_20150821_044.jpg
LWMP-02-0312,Daw Myint Myint Soe (or) May Soe,Botahtaung,Yangon,NLD,Female,Pao-Bamar,Buddhist,09/29/1949,Lawyer,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan__C_0705.jpg
LWMP-02-0313,Daw Phyu Phyu Thin,Mingalartaungnyunt,Yangon,NLD,Female,Shan,Buddhist,01/17/1971,Economic,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan__C_0709.jpg
LWMP-02-0314,U Aung Hlaing Win,Mingaladon,Yangon,NLD,Male,Kayah,Buddhist,08/25/1952,Cultivator,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_E_20150821_008.jpg
LWMP-02-0315,Dr. Daw May Win Myint,Mayangone,Yangon,NLD,Female,Bamar,Buddhist,12/01/1955,Pyithu Hluttaw Mp,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_B_20150821_040.jpg
LWMP-02-0316,Dr. U Than Win,North Okkalapa,Yangon,NLD,Male,Bamar,Buddhist,08/20/1965,သွားနှင့်ခံတွင်းဆရာဝန်,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_B_20150813_0022.jpg
LWMP-02-0317,U Aung Win,Hmawbi,Yangon,NLD,Male,Bamar,Buddhist,12/12/1966,Merchant,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_E_20150821_033.jpg
LWMP-02-0318,Daw Zin Mar Aung,Yankin,Yangon,NLD,Female,Bamar,Buddhist,08/19/1967,ပြည်သူ့လွှတ်တော်ကိုယ်စားလှယ် (မင်္ဂလာတောင်ညွန့်မြို့နယ်),Second,Pyithu Hluttaw,02/01/2016, ,https://storage.googleapis.com/staticassets/candidate-photos/Scan__C_0724.jpg
LWMP-02-0319,U Nyan Lynn,Shwepyithar,Yangon,NLD,Male,Kayah,Christian,08/24/1960,Cultivator,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_E_20150821_010.jpg
LWMP-02-0320,U Khin Maung Win,Lanmadaw,Yangon,NLD,Male,Rakhine,Buddhist,03/19/1969,ဒုညွှန်မှူး(ငြိမ်း) ပညာရေးဌာန,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_A_20150814_0165.jpg
LWMP-02-0321,Daw Khin Moet Moet Aung,Latha,Yangon,NLD,Female,Mon,Buddhist,02/24/1951,Pyithu Hluttaw MP,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_A_20150814_0155.jpg
LWMP-02-0322,U Thein Tan,Hlegu,Yangon,NLD,Male,Bamar,Buddhist,09/24/1962,Merchant,Second,Pyithu Hluttaw,02/01/2016, ,https://storage.googleapis.com/staticassets/candidate-photos/Scan_A_20150814_0022.jpg
LWMP-02-0323,U Aung Kyaw Kyaw Oo,Hlaing,Yangon,NLD,Male,Rakhine,Buddhist,11/03/1959,Lawyer,Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_B_20150821_059.jpg
LWMP-02-0324,Dr. U Than Myint,Hlaingtharya,Yangon,NLD,Male,Bamar,Buddhist,02/13/1968,သွားဘက်ဆိုင်ရာအထူးကုဆရာဝန်,Second,Pyithu Hluttaw,02/01/2016,03/30/2016,https://storage.googleapis.com/staticassets/candidate-photos/Scan_E_20150821_021.jpg
LWMP-02-0325,U Shwe Hla (or)  Shwe Hla Win,Thingangyun,Yangon,NLD,Male,Mon,Buddhist,01/30/1971,လယ်ယာ,Second,Pyithu Hluttaw,02/01/2016, ,https://storage.googleapis.com/staticassets/candidate-photos/Scan__C_0729.jpg
LWMP-02-0326,U Lwin Ko Latt,Thanlyin,Yangon,NLD,Male,Bamar,Buddhist,11/09/1976,ကိုယ်ပိုင်သင်တန်းဆရာ,Second,Pyithu Hluttaw,02/01/2016, ,https://storage.googleapis.com/staticassets/candidate-photos/Scan_E_20150820_034.jpg
LWMP-02-0327,Dr. U Wai Phyo Aung,Thaketa,Yangon,NLD,Male,Chinese-Bamar,Buddhist,04/07/1982,သောက်ရေသန့်စက်ရုံ,Second,Pyithu Hluttaw,02/01/2016, ,https://storage.googleapis.com/staticassets/candidate-photos/Scan_A_20150813_0043.jpg
LWMP-02-0328,Daw Su Su Lwin,Thongwa,Yangon,NLD,Female,Shan,Buddhist,06/30/1949,Housewife,Second,Pyithu Hluttaw,02/01/2016, ,https://storage.googleapis.com/staticassets/candidate-photos/Scan_B_20150813_0034.jpg
LWMP-02-0329,U Maung Maung Oo,Insein,Yangon,NLD,Male,Bamar,Buddhist,11/27/1976,ကျူရှင်(မီးအိမ်ရှင်ဘော်ဒါ),Second,Pyithu Hluttaw,02/01/2016,10/14/1582,https://storage.googleapis.com/staticassets/candidate-photos/Scan_A_20150814_0004.jpg
LWMP-02-0330,U Ye Lwin,Ahlone,Yangon,NLD,Male,Bamar,Buddhist,06/07/1965,ရတနာအရောင်းအဝယ်,Second,Pyithu Hluttaw,02/01/2016, ,https://storage.googleapis.com/staticassets/candidate-photos/Scan_B_20150821_066.jpg
UPMP-02-0001,U Soe Moe,Ayeyawaddy-1,Ayeyawady,NLD,Male,Bamar,Roman Catholic,07/31/1979,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,goo.gl/0QREgw
UPMP-02-0002,U Thein Swe,Ayeyawaddy-10,Ayeyawady,NLD,Male,Bamar,Buddhist,09/29/1967,Politic,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/jffJuk
UPMP-02-0003,Daw May Than Nwe,Ayeyawaddy-11,Ayeyawady,NLD,Female,Bamar,Buddhist,08/28/1964,JAT (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/4EzP3a
UPMP-02-0004,U Kyi Win,Ayeyawaddy-12,Ayeyawady,NLD,Male,Bamar,Christian,05/27/1946,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/nJlG3r
UPMP-02-0005,Sa Khin Zaw Linn,Ayeyawaddy-2,Ayeyawady,NLD,Male,Kayin,Buddhist,10/01/1973,English Private Teacher and Translator,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,goo.gl/yChdSX
UPMP-02-0006,U San Myint,Ayeyawaddy-3,Ayeyawady,NLD,Male,Bamar,Buddhist,02/02/1950,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,goo.gl/JCL821
UPMP-02-0007,U Htein Win,Ayeyawaddy-4,Ayeyawady,NLD,Male,Bamar,Buddhist,10/03/1959,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/FrIiOj
UPMP-02-0008,U Maung Maung Ohn,Ayeyawaddy-5,Ayeyawady,NLD,Male,Bamar,Buddhist,05/19/1950,Chief Engineer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/YDLver
UPMP-02-0009,Mahn Tun Kyaing,Ayeyawaddy-6,Ayeyawady,NLD,Male,Kayin,Buddhist,10/17/1951,Education Ministry (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/BMeDV5
UPMP-02-0010,Dr. U Pyae Phyo,Ayeyawaddy-7,Ayeyawady,NLD,Male,Kayin-Bamar-Chinese,Buddhist,06/13/1955,Dentist,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/yDvn4P
UPMP-02-0011,Daw Ei Ei Pyone,Ayeyawaddy-8,Ayeyawady,NLD,Female,Bamar,Buddhist,09/27/1981,Sewing,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/cbEKgU
UPMP-02-0012,Mahn Toe Shwe,Ayeyawaddy-9,Ayeyawady,NLD,Male,Kayin,Buddhist,02/25/1947,Agricultural,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/lNjsNZ
UPMP-02-0013,Dr. U San Maung Maung,Bago-1,Bago,NLD,Male,Bamar,Buddhist,05/24/1958,Doctor,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/2oLrvJ
UPMP-02-0014,U Win Kyaing,Bago-10,Bago,NLD,Male,Bamar,Buddhist,05/16/1955,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/vW3xtV
UPMP-02-0015,Dr. U Win Myint,Bago-11,Bago,NLD,Male,Bamar,Buddhist,09/21/1955,Doctor and Private Clinic,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/eVB5xV
UPMP-02-0016,U Aung Thein,Bago-12,Bago,NLD,Male,Bamar,Buddhist,11/17/1946,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/5EZbCM
UPMP-02-0017,Dr. U Moe Myint Aung,Bago-2,Bago,NLD,Male,Bamar,Buddhist,04/03/1969,Doctor and Private Clinic,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/hgIOkI
UPMP-02-0018,Daw Shwe Shwe Sein Latt,Bago-3,Bago,NLD,Female,Bamar,Christian,06/29/1966,Trainer and Private Teacher and freelance consultant,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/q4t0Gz
UPMP-02-0019,Dr. U Win Myat Aye,Bago-4,Bago,NLD,Male,Bamar,Buddhist,06/01/1954,Rector (retired) - Child Specialist,Second,Amyotha Hluttaw,02/03/2016,03/30/2016,http://goo.gl/sjJVDu
UPMP-02-0020,Dr. Daw Tin Tin Win,Bago-5,Bago,NLD,Female,Bamar,Christian,10/25/1947,Doctor,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/A36vRS
UPMP-02-0021,U Min Oo,Bago-6,Bago,NLD,Male,Rakhine-Bamar,Buddhist,08/19/1982,Seller,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/LaiIJc
UPMP-02-0022,Dr. U Mya Thaung,Bago-7,Bago,NLD,Male,Bamar,Buddhist,01/14/1955,Medical Superint -Independent (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/honTPo
UPMP-02-0023,Dr. U Win Myint Chit,Bago-8,Bago,NLD,Male,Bamar,Buddhist,04/04/1962,Doctor and Private Clinic,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/po6MgT
UPMP-02-0024,U Aye Cho,Bago-9,Bago,NLD,Male,Bamar,Buddhist,07/05/1957,Private Teacher,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/bzdAWl
UPMP-02-0025,U Ngun Hay,Chin-1,Chin,NLD,Male,Chin,Buddhist,10/01/1973,Cultivator,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/YEmjuM
UPMP-02-0026,U Lahl Minn Htan,Chin-10,Chin,NLD,Male,Chin,Buddhist,04/20/1979,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/W8A1ao
UPMP-02-0027,U Whave Tinn,Chin-11,Chin,NLD,Male,Khumi (Chin),Buddhist,03/10/1979,Computer and Copier Shop,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/oJVX4u
UPMP-02-0028,Slai Myo Htike,Chin-12,Chin,NLD,Male,Chin,Buddhist,02/08/1982,Shop Keeper,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/fkj1ww
UPMP-02-0029,U Shun Awr,Chin-2,Chin,NLD,Male,Chin,Buddhist,08/12/1948,Directorate (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/sNdF3I
UPMP-02-0030,U Henery Van Thio,Chin-3,Chin,NLD,Male,Chin,Buddhist,08/09/1958,Director of the Factory (retired),Second,Amyotha Hluttaw,02/03/2016,03/30/2016,http://goo.gl/zvVZFl
UPMP-02-0031,U Zone Hlal Htan,Chin-4,Chin,NLD,Male,Chin,Christian,11/13/1973,Company,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/TS2E1F
UPMP-02-0032,U Pu Ghin Kan Lian,Chin-5,Chin,ZCD,Male,Zomi / Chin,Buddhist,06/30/1954,Politic,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/pSZdxG
UPMP-02-0033,U Kyain Khant Pung,Chin-6,Chin,USDP,Male,Chin,Buddhist,07/19/1955,Vice Director of Admin/finance Dept.: (Education)-(retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/SzxLCm
UPMP-02-0034,Daw Kyain Ngeik Man,Chin-7,Chin,ZCD,Female,Chin,Christian,01/05/1974,Lawyer and Director (Shalom Jewelry Co.Ltd),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/CsYxNl
UPMP-02-0035,U Mam Law Mung,Chin-8,Chin,NLD,Male,Chin,Buddhist,06/19/1954,Township Educational Director (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/sxDEgK
UPMP-02-0036,Daw Khin Swe Lwin,Chin-9,Chin,NLD,Female,Chin,Buddhist,10/14/1969,No Data,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/cQb9pe
UPMP-02-0037,U J Yaw Wu (a)  R Wu Sha,Kachin-1,Kachin,NUP,Male,Lisu,Buddhist,04/14/1969,Amyotha Hluttaw MP,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/EPPX61
UPMP-02-0038,U Thein Lwin,Kachin-10,Kachin,NLD,Male,Bamar,Buddhist,02/08/1957,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/ch0u0A
UPMP-02-0039,Dr. Khun Win Thaung,Kachin-11,Kachin,NLD,Male,Pao,Buddhist,10/17/1956,Doctor,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/3B45rb
UPMP-02-0040,U Naing Ko Ko,Kachin-12,Kachin,NLD,Male,Bamar,Buddhist,07/05/1980,Seller and Pure Drinking Water Factory,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/NLgAKZ
UPMP-02-0041,Daw Shilar Nan Taung (or)  Am Nan Taung,Kachin-2,Kachin,NLD,Female,Kachin-Shan,Christian,10/06/1954,Profficer of English Deparment (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/j3rLRn
UPMP-02-0042,U Zel Gaung,Kachin-3,Kachin,NLD,Male,Law Wor,Christian,09/07/1981,Cultivator,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/hbsm69
UPMP-02-0043,U Naung Na Jhatan,Kachin-4,Kachin,NLD,Male,Kachin,Buddhist,03/05/1956,Cultivator,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/nffFsd
UPMP-02-0044,U Za Khone Taint Yein,Kachin-5,Kachin,Independent,Male,"Kachin, Lachid (Ngaut Chan)",Christian RCM,04/22/1940,Chairman of Kachin Special Region (1) / League for EternallyPeace,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,
UPMP-02-0045,U Min Swe Naing,Kachin-6,Kachin,NLD,Male,Bamar,Buddhist,01/29/1970,Cultivator,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/zvbtJ4
UPMP-02-0046,U U Win Zaw,Kachin-7,Kachin,NLD,Male,Bamar-Shan,Buddhist,05/12/1982,Painter,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/MzvBqw
UPMP-02-0047,Dr. Daw Khin Ma Gyi,Kachin-8,Kachin,NLD,Female,Bamar,Buddhist,04/25/1952,Private Clinic,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/ieZq1T
UPMP-02-0048,U U Khin Maung Myint,Kachin-9,Kachin,NLD,Male,Bamar,Buddhist,12/28/1951,Jade Seller,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/LpGMl6
UPMP-02-0049,U U Phye Ral (or) U Myint Than Htoo,Kayah-1,Kayah,NLD,Male,Kayah,Buddhist,01/09/1976,Engineer and H.D.C Co.Ltd.,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/N6XLYh
UPMP-02-0050,Sai Thar Sein,Kayah-10,Kayah,USDP,Male,Shan,Buddhist,06/16/1960,Seller,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/p5iQLk
UPMP-02-0051,Naw Naw Mya Say,Kayah-11,Kayah,NLD,Female,Kayin,Buddhist,03/15/1946,State Educational Director (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/bXg92Y
UPMP-02-0052,Sai Pan Pha,Kayah-12,Kayah,NLD,Male,Shan,Buddhist,07/12/1977,Merchant,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/SnEhRZ
UPMP-02-0053,U Shae Ral Sh Mang,Kayah-2,Kayah,NLD,Male,Kayah,Christian,08/27/1952,Agriculture and Seller,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/MEUGsR
UPMP-02-0054,U Bawral Soe Wai,Kayah-3,Kayah,NLD,Male,Kayah,Buddhist,05/11/1963,Teacher (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/mnjAni
UPMP-02-0055,Saw Sein Htun,Kayah-4,Kayah,NLD,Male,Kayan,Buddhist,12/09/1962,Education (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/5ynEcM
UPMP-02-0056,Daw Sharr Mu,Kayah-5,Kayah,NLD,Female,Manu Manaw,Christian,03/28/1960,Shop Keeper,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/fk4ctX
UPMP-02-0057,Daw Lwee Zar,Kayah-6,Kayah,NLD,Female,Kayah,Christian,12/02/1978,Seller / Cultivator,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/WTlsOf
UPMP-02-0058,U Ang Kyaw Soe,Kayah-7,Kayah,NLD,Male,Shan / Kayah,Buddhist,09/18/1968,Seller,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/0qsz8B
UPMP-02-0059,U Kyaw Than,Kayah-8,Kayah,USDP,Male,Kayah,Christian,05/31/1965,Cultivator,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/g5mQsb
UPMP-02-0060,U Soe Thein,Kayah-9,Kayah,Independent,Male,Bamar,Christian,09/07/1948,Union Minister,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/DzTLvP
UPMP-02-0061,U Saw Moe Myint (or) Simal,Kayin-1,Kayin,NLD,Male,Kayin,Buddhist,01/02/1947,General Manager (retired)-Mining Ministry,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/CPJBh1
UPMP-02-0062,Dr. U Myo Aung,Kayin-10,Kayin,NLD,Male,Bamar,Buddhist,02/17/1952,Private Clinic,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/8aJiaU
UPMP-02-0063,Daw Sa Hm Htoo,Kayin-11,Kayin,NLD,Female,Shan,Buddhist,11/11/1953,House Keeper,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/afCX8P
UPMP-02-0064,Saw Shar Pon Wah,Kayin-12,Kayin,NLD,Male,Kayin,Buddhist,10/12/1983,Distribution of Agrarian Mechin Parts,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/mRFWh1
UPMP-02-0065,Saw Than Htt,Kayin-2,Kayin,NLD,Male,Kayin,Buddhist,03/21/1958,Restant Owner,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/eDs4ZO
UPMP-02-0066,Saw Chit Oo,Kayin-3,Kayin,NLD,Male,Kayin,Buddhist,08/03/1975,Education Service,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/BY9lgB
UPMP-02-0067,Nan Nan Moe Moe Htwe,Kayin-4,Kayin,NLD,Female,Kayin,Buddhist,06/11/1983,Sewing,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/s5mofI
UPMP-02-0068,Sai Than Naing,Kayin-5,Kayin,USDP,Male,Shan,Buddhist,09/22/1961,Pyithu Hluttaw Mp,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/kJvDsV
UPMP-02-0069,Nan Nan Ni Ni Aye,Kayin-6,Kayin,USDP,Female,Kayin,Buddhist,10/12/1969,Amyotha Hluttaw MP,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/cYuDF9
UPMP-02-0070,Naw Naw Christn (or) Arr Kar Mo,Kayin-7,Kayin,NLD,Female,Kayin,Buddhist,12/08/1963,NLD Chairman (Tan Daung Gyi Township),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/7RFulW
UPMP-02-0071,Mahn Man Win Khaing Than,Kayin-8,Kayin,NLD,Male,Kayin,Buddhist,04/23/1952,Lawyer,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/vhkGnf
UPMP-02-0072,Saw Be San Thein Myint,Kayin-9,Kayin,NLD,Male,Kayin,Christian,06/30/1963,Agriculture,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/YVFmC4
UPMP-02-0073,U Hla San,Magway-1,Magway,NLD,Male,Bamar,Buddhist,11/16/1957,Merchant,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/KSw7ix
UPMP-02-0074,Dr. U Kyaw Ngwe,Magway-10,Magway,NLD,Male,Bamar,Buddhist,06/06/1956,Maittar Mon Private Treditional Clinic,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/p0Dgyz
UPMP-02-0075,U Kyaw Swe,Magway-11,Magway,NLD,Male,Bamar,Buddhist,11/21/1962,School Teacher (BEMS) (retired),Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/x3btO7
UPMP-02-0076,U Pye Lwin,Magway-12,Magway,NLD,Male,Bamar,Buddhist,04/25/1963,Cultivator,Second,Amyotha Hluttaw,02/03/2016,10/14/1582,http://goo.gl/p0Z0ZZ
